product_id,drug_substance,actives_by_dose,notes,fa,f,tmax,dose_value,dose_unit,pss_inchikey,pss_inchi,pss_smiles,ps_smiles,ps_num_drugs,parent_drug_id
649,ZANUBRUTINIB,ZANUBRUTINIB,,,,2,80,MG,RNOAOAWBMHREKO-QFIPXVFZSA-N,"InChI=1S/C27H29N5O3/c1-2-23(33)31-16-13-18(14-17-31)22-12-15-29-27-24(26(28)34)25(30-32(22)27)19-8-10-21(11-9-19)35-20-6-4-3-5-7-20/h2-11,18,22,29H,1,12-17H2,(H2,28,34)/t22-/m0/s1",C=CC(=O)N1CCC(CC1)[C@@H]2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1,344
650,GOZETOTIDE,GOZETOTIDE,,,,,0.025,MG,QJUIUFGOTBRHKP-LQJZCPKCSA-N,"InChI=1S/C44H62N6O17/c51-34-13-8-28(22-30(34)24-49(26-40(59)60)20-21-50(27-41(61)62)25-31-23-29(9-14-35(31)52)11-16-38(55)56)10-15-37(54)46-18-4-1-2-7-36(53)45-19-5-3-6-32(42(63)64)47-44(67)48-33(43(65)66)12-17-39(57)58/h8-9,13-14,22-23,32-33,51-52H,1-7,10-12,15-21,24-27H2,(H,45,53)(H,46,54)(H,55,56)(H,57,58)(H,59,60)(H,61,62)(H,63,64)(H,65,66)(H2,47,48,67)/t32-,33-/m0/s1",C1=CC(=C(C=C1CCC(=O)NCCCCCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)CN(CCN(CC2=C(C=CC(=C2)CCC(=O)O)O)CC(=O)O)CC(=O)O)O,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,1,345
651,DOCETAXEL,DOCETAXEL,,,,,20,MG PER ML,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,"InChI=1S/C43H53NO14/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52)/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+/m0/s1",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,1,157
652,IVACAFTOR,IVACAFTOR,This product is given in the fed state,,,4,150,MG,PURKAOJPTOLRMP-UHFFFAOYSA-N,"InChI=1S/C24H28N2O3/c1-23(2,3)16-11-17(24(4,5)6)20(27)12-19(16)26-22(29)15-13-25-18-10-8-7-9-14(18)21(15)28/h7-13,27H,1-6H3,(H,25,28)(H,26,29)",CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,1,346
653,IVACAFTOR,IVACAFTOR,This product is given in the fed state,,,4,75,MG,PURKAOJPTOLRMP-UHFFFAOYSA-N,"InChI=1S/C24H28N2O3/c1-23(2,3)16-11-17(24(4,5)6)20(27)12-19(16)26-22(29)15-13-25-18-10-8-7-9-14(18)21(15)28/h7-13,27H,1-6H3,(H,25,28)(H,26,29)",CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,1,346
654,LEFLUNOMIDE,LEFLUNOMIDE,"Tmax is highly variable. No unchanged leflunomide could be detected in plasma, urine, or faeces in a study of radiolabelled leflunomide. ""Rapidly converted to active metabolite."" F set to 0.",0.95,0,,20,MG,VHOGYURTWQBHIL-UHFFFAOYSA-N,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1,160
655,AMLODIPINE BESILATE,AMLODIPINE,,,0.72,7,10,MG,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,"InChI=1S/C20H25ClN2O5.C6H6O3S/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21;7-10(8,9)6-4-2-1-3-5-6/h5-8,17,23H,4,9-11,22H2,1-3H3;1-5H,(H,7,8,9)",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,1,70
655,VALSARTAN, VALSARTAN,,,0.23,3,320,MG,ACWBQPMHZXGDFX-QFIPXVFZSA-N,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,1,71
655,HYDROCHLOROTHIAZIDE, HYDROCHLOROTHIAZIDE,,,0.7,2,25,MG,JZUFKLXOESDKRF-UHFFFAOYSA-N,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,103
656,IMATINIB MESILATE,IMATINIB,,1,0.98,,400,MG,YLMAHDNUQAMNNX-UHFFFAOYSA-N,"InChI=1S/C29H31N7O.CH4O3S/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36;1-5(2,3)4/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34);1H3,(H,2,3,4)",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1,28
657,IMATINIB MESILATE,IMATINIB,,1,0.98,,400,MG,YLMAHDNUQAMNNX-UHFFFAOYSA-N,"InChI=1S/C29H31N7O.CH4O3S/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36;1-5(2,3)4/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34);1H3,(H,2,3,4)",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1,28
658,ABACAVIR SULFATE,ABACAVIR,,,0.83,1.5,300,MG,WMHSRBZIJNQHKT-FFKFEZPRSA-N,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,2,347
659,ABACAVIR SULFATE,ABACAVIR,,,0.83,1,20,MG PER ML,WMHSRBZIJNQHKT-FFKFEZPRSA-N,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,2,347
660,CEFTAZIDIME PENTAHYDRATE,CEFTAZIDIME,,,,,2000,MG,NMVPEQXCMGEDNH-TZVUEUGBSA-N,"InChI=1S/C22H22N6O7S2.5H2O/c1-22(2,20(33)34)35-26-13(12-10-37-21(23)24-12)16(29)25-14-17(30)28-15(19(31)32)11(9-36-18(14)28)8-27-6-4-3-5-7-27;;;;;/h3-7,10,14,18H,8-9H2,1-2H3,(H4-,23,24,25,29,31,32,33,34);5*1H2/b26-13-;;;;;/t14-,18-;;;;;/m1...../s1",CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].O.O.O.O.O,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1,348
660,AVIBACTAM SODIUM, AVIBACTAM,,,,,500,MG,RTCIKUMODPANKX-JBUOLDKXSA-M,"InChI=1S/C7H11N3O6S.Na/c8-6(11)5-2-1-4-3-9(5)7(12)10(4)16-17(13,14)15;/h4-5H,1-3H2,(H2,8,11)(H,13,14,15);/q;+1/p-1/t4-,5+;/m1./s1",C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)[O-])C(=O)N.[Na+],NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],1,349
661,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,1.5,12.5,MG,OBWASQILIWPZMG-QZMOQZSNSA-N,"InChI=1S/C23H27ClO7/c24-18-6-3-14(23-22(28)21(27)20(26)19(11-25)31-23)10-15(18)9-13-1-4-16(5-2-13)30-17-7-8-29-12-17/h1-6,10,17,19-23,25-28H,7-9,11-12H2/t17-,19+,20+,21-,22+,23-/m0/s1",C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1,350
661,METFORMIN HYDROCHLORIDE, METFORMIN HYDROCHLORIDE,,0.75,0.55,2.5,1000,MG,OETHQSJEHLVLGH-UHFFFAOYSA-N,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N.Cl,1,77
662,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,1.5,25,MG,OBWASQILIWPZMG-QZMOQZSNSA-N,"InChI=1S/C23H27ClO7/c24-18-6-3-14(23-22(28)21(27)20(26)19(11-25)31-23)10-15(18)9-13-1-4-16(5-2-13)30-17-7-8-29-12-17/h1-6,10,17,19-23,25-28H,7-9,11-12H2/t17-,19+,20+,21-,22+,23-/m0/s1",C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1,350
662,LINAGLIPTIN, LINAGLIPTIN,,,0.3,1.5,5,MG,LTXREWYXXSTFRX-QGZVFWFLSA-N,"InChI=1S/C25H28N8O2/c1-4-5-13-32-21-22(29-24(32)31-12-8-9-17(26)14-31)30(3)25(35)33(23(21)34)15-20-27-16(2)18-10-6-7-11-19(18)28-20/h6-7,10-11,17H,8-9,12-15,26H2,1-3H3/t17-/m1/s1",CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1,351
663,APALUTAMIDE,APALUTAMIDE,,1,1,2,240,MG,HJBWBFZLDZWPHF-UHFFFAOYSA-N,"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)",CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,1,352
664,DECITABINE, DECITABINE,The bioavailability of decitabine is equivalent to an intravenous exposure when coadministered with cedazuridine,,,1,35,MG,XAUDJQYHKZQPEU-KVQBGUIXSA-N,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1",C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,1,224
664,CEDAZURIDINE,CEDAZURIDINE,,,0.207,3,100,MG,VUDZSIYXZUYWSC-DBRKOABJSA-N,"InChI=1S/C9H14F2N2O5/c10-9(11)6(16)4(3-14)18-7(9)13-2-1-5(15)12-8(13)17/h4-7,14-16H,1-3H2,(H,12,17)/t4-,5-,6-,7-/m1/s1",C1CN(C(=O)N[C@@H]1O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,1,353
665,ACETYLSALICYLIC ACID, ACETYLSALICYLIC ACID,Tmax for acetylsalicylic acid refers to salicylic acid,,,1,100,MG,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,1,261
665,CLOPIDOGREL HYDROGEN SULPHATE,CLOPIDOGREL,,0.5,,,75,MG,FDEODCTUSIWGLK-RSAXXLAASA-N,"InChI=1S/C16H16ClNO2S.H2O4S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;1-5(2,3)4/h2-5,7,9,15H,6,8,10H2,1H3;(H2,1,2,3,4)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,1,67
666,AMLODIPINE BESILATE,AMLODIPINE,,,0.72,7,10,MG,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,"InChI=1S/C20H25ClN2O5.C6H6O3S/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21;7-10(8,9)6-4-2-1-3-5-6/h5-8,17,23H,4,9-11,22H2,1-3H3;1-5H,(H,7,8,9)",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,1,70
666,VALSARTAN, VALSARTAN,,,0.23,3,320,MG,ACWBQPMHZXGDFX-QFIPXVFZSA-N,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,1,71
666,HYDROCHLOROTHIAZIDE, HYDROCHLOROTHIAZIDE,,,0.7,2,25,MG,JZUFKLXOESDKRF-UHFFFAOYSA-N,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,103
667,AMLODIPINE BESILATE,AMLODIPINE,,,0.72,7,10,MG,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,"InChI=1S/C20H25ClN2O5.C6H6O3S/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21;7-10(8,9)6-4-2-1-3-5-6/h5-8,17,23H,4,9-11,22H2,1-3H3;1-5H,(H,7,8,9)",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,1,70
667,VALSARTAN, VALSARTAN,,,0.23,3,320,MG,ACWBQPMHZXGDFX-QFIPXVFZSA-N,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,1,71
667,HYDROCHLOROTHIAZIDE, HYDROCHLOROTHIAZIDE,,,0.7,2,25,MG,JZUFKLXOESDKRF-UHFFFAOYSA-N,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,103
668,TREPROSTINIL SODIUM,TREPROSTINIL,,,,,10,MG PER ML,IQKAWAUTOKVMLE-ZSESPEEFSA-M,"InChI=1S/C23H34O5.Na/c1-2-3-4-7-17(24)9-10-18-19-11-15-6-5-8-22(28-14-23(26)27)20(15)12-16(19)13-21(18)25;/h5-6,8,16-19,21,24-25H,2-4,7,9-14H2,1H3,(H,26,27);/q;+1/p-1/t16-,17-,18+,19-,21+;/m0./s1",CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)[O-])O)O.[Na+],CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O.[Na+],1,354
669,SOFOSBUVIR,SOFOSBUVIR,Fraction absorbed was inferred from radiolabelling data,0.83,,1.25,400,MG,TTZHDVOVKQGIBA-IQWMDFIBSA-N,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,1,355
670,SOFOSBUVIR,SOFOSBUVIR,,,,1.25,200,MG,TTZHDVOVKQGIBA-IQWMDFIBSA-N,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,1,355
671,SOFOSBUVIR,SOFOSBUVIR,,0.83,,2,400,MG,TTZHDVOVKQGIBA-IQWMDFIBSA-N,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,1,355
671,VELPATASVIR, VELPATASVIR,,,,4,100,MG,FHCUMDQMBHQXKK-CDIODLITSA-N,"InChI=1S/C49H54N8O8/c1-26(2)41(54-48(60)63-5)47(59)57-27(3)12-17-38(57)45-51-36-16-14-30-20-35-33-15-13-31(19-32(33)25-65-40(35)21-34(30)43(36)53-45)37-22-50-44(52-37)39-18-28(24-62-4)23-56(39)46(58)42(55-49(61)64-6)29-10-8-7-9-11-29/h7-11,13-16,19-22,26-28,38-39,41-42H,12,17-18,23-25H2,1-6H3,(H,50,52)(H,51,53)(H,54,60)(H,55,61)/t27-,28-,38-,39-,41-,42+/m0/s1",C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)nc65)cc3-4)[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,1,356
671,VOXILAPREVIR, VOXILAPREVIR,,,,4,100,MG,MZBLZLWXUBZHSL-FZNJKFJKSA-N,"InChI=1S/C40H52F4N6O9S/c1-7-22-27-19-50(28(22)32(51)48-39(18-23(39)31(41)42)35(53)49-60(55,56)38(5)14-15-38)34(52)30(37(2,3)4)47-36(54)59-26-16-20(26)10-8-9-13-40(43,44)29-33(58-27)46-25-17-21(57-6)11-12-24(25)45-29/h11-12,17,20,22-23,26-28,30-31H,7-10,13-16,18-19H2,1-6H3,(H,47,54)(H,48,51)(H,49,53)/t20-,22-,23+,26-,27+,28+,30-,39-/m1/s1",CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]3(C[C@H]3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)[C@@H](NC(=O)O[C@@H]5C[C@H]5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,1,357
672,LEDIPASVIR,LEDIPASVIR,,,,4,90,MG,VRTWBAAJJOHBQU-KMWAZVGDSA-N,"InChI=1S/C49H54F2N8O6/c1-24(2)39(56-46(62)64-5)44(60)58-23-48(15-16-48)21-38(58)42-52-22-37(55-42)28-9-13-32-31-12-8-26(18-33(31)49(50,51)34(32)19-28)27-10-14-35-36(20-27)54-43(53-35)41-29-7-11-30(17-29)59(41)45(61)40(25(3)4)57-47(63)65-6/h8-10,12-14,18-20,22,24-25,29-30,38-41H,7,11,15-17,21,23H2,1-6H3,(H,52,55)(H,53,54)(H,56,62)(H,57,63)/t29-,30+,38-,39-,40-,41-/m0/s1",CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5nc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)[nH]1)C(C)C,1,358
